Barcode,Original (List) Price,Sale Price,Stock
197373889575,,,1
197373889537,,,10
197373889544,,,5
197373889513,,,3
197373889520,,,3
197373889629,,,10
197882805837,,,2
197882811630,,,2
197882805691,,,2
197882805684,,,1
197882805721,,,1
197882805790,,,1
197882805806,,,5
197882811555,,,4
197882811562,,,4
197882811579,,,4
197882811586,,,2
197882853883,,,2
197882811272,,,1
197882811357,,,2
197882811364,,,1
197882811395,,,3
197882811111,,,1
197882811173,,,1
197882811203,,,2
197882810879,,,2
197882805752,,,2
198058806542,,,3
198058828148,,,7
198058828155,,,1
198058813267,,,9
198059690058,,,4
198059690065,,,5
198061277643,,,6
198061286126,,,4
198061286133,,,5
198061287611,,,1
198061277681,,,3
198061277698,,,5
198061277674,,,5
198061292929,,,14
198061277667,,,4
198061292967,,,2
198061291373,,,5
198061291366,,,6
198358998015,,,6
198359095232,,,4
198359044933,,,4
198359095256,,,8
198359095263,,,6
198358989174,,,1
198359041796,,,7
198359044940,,,5
198358997858,,,9
198358997865,,,4
198358997872,,,4
198358997889,,,2
198358989167,,,6
198358990767,,,1
198358990774,,,8
198358990729,,,14
198358990712,,,5
198358990743,,,4
198358997759,,,2
198358997735,,,1
198359095317,,,5
198359095331,,,6
198358997797,,,1
198359095393,,,10
198358990682,,,6
198358990675,,,7
198359095423,,,3
198358997711,,,5
198358997728,,,1
198359095447,,,9
198359095454,,,3
198358997698,,,2
198359095485,,,2
198359095492,,,4
198359095508,,,4
198582465642,,,3
198582465628,,,3
198582465635,,,5
198582859939,,,1
198582859946,,,1
198582859977,,,4
198582860188,,,3
198582859915,,,1
198582859861,,,8
198582860102,,,11
198582860126,,,3
198582860065,,,8
198582859502,,,7
198582859526,,,1
198582860164,,,6
198582617348,,,2
198582859540,,,8
198582859533,,,9
198582620430,,,14
198582617331,,,5
198582620485,,,10
198582620232,,,2
198582620447,,,3
198582860034,,,6
198582860041,,,5
198582620379,,,6
198582620386,,,8
198582860010,,,6
198582860027,,,3
198582620355,,,13
198582620362,,,2
198582620270,,,5
198582620294,,,1
198582620317,,,5
198759404207,,,12
198759404214,,,8
198759403484,,,3
198759403491,,,6
198759588853,,,5
198759588860,,,6
198759557248,,,19
198759557200,,,8
198759557217,,,16
198759588839,,,18
198759588846,,,4
198759558320,,,1
198759591693,,,10
198759589287,,,9
198759589300,,,4
198759558306,,,19
198759558290,,,32
198759589263,,,12
198759558313,,,7
198759589171,,,3
198759589188,,,12
198759589133,,,1
198759589140,,,2
198759589195,,,6
198759589201,,,7
198759582165,,,3
198759582141,,,1
198759588303,,,5
198759588310,,,5
198759558078,,,1
198759557866,,,6
198759557873,,,6
198759557439,,,2
198759557422,,,2
198759557934,,,1
198759557927,,,3
198759588914,,,12
198759588921,,,10
198759591679,,,6
198759591686,,,2
198759589010,,,12
198759589027,,,12
198759588990,,,7
198759589003,,,5
198978177135,,,5
198978177128,,,3
198978177142,,,5
198978387015,,,6
198978387022,,,5
199196509142,,,9
199196509159,,,9
199196509166,,,6
199196509173,,,6
199196509203,,,8
199196509210,,,8
199196504451,,,17
199196509227,,,12
199196509234,,,7
199196509180,,,10
199196509197,,,11
199196509241,,,13
199196509258,,,9
199196509081,,,3
199196509098,,,4
199196509401,,,2
199196509418,,,1
199196550939,,,10
199196550946,,,5
199196509388,,,3
199196509395,,,6
199196509104,,,21
199196509111,,,16
199196509128,,,24
199196509135,,,18
199196504420,,,6
199196504413,,,9
199196509364,,,1
199196509371,,,2
199196550717,,,29
199196504468,,,22
199196504437,,,12
199196509425,,,6
199196509432,,,6
199196509449,,,9
199196509456,,,2
199196509067,,,2
199196509074,,,6
199196509340,,,3
199196509357,,,3
199196509463,,,29
199196509470,,,18
199196509487,,,41
199196509494,,,30
199196509265,,,1
199196509272,,,1
199196509043,,,3
199196509050,,,4
199196509289,,,7
199196509296,,,8
199196505854,,,3
199196505861,,,2
199196505410,,,4
199196505427,,,5
199196505434,,,6
199196505441,,,6
199198415724,,,6
199198415731,,,3
199198426119,,,6
199198415793,,,6
199198415786,,,3
199198415779,,,5
199198415762,,,9
199198415755,,,10
199198415748,,,6
4099685435951,,,2
4099685435999,,,1
4099685436019,,,2
4099685500109,,,3
4099685500123,,,2
4099685500147,,,1
4099685500154,,,1
4099685628605,,,1
4099685628629,,,1
4099685628636,,,1
4099685628643,,,1
4099685654697,,,1
4099685654703,,,1
4099685651962,,,2
4099685651993,,,1
4099685652037,,,2
4099685603596,,,1
4099685603626,,,1
4099686977900,,,2
4099686977917,,,1
4099686977931,,,2
4099686977948,,,1
4099686977955,,,1
4099685562800,,,1
4099685562879,,,1
4099685598144,,,1
4099686876081,,,1
4099686876104,,,1
4099686922986,,,1
4099686935924,,,1
4099685476251,,,1
4099685476268,,,1
4067983541582,,,1
4067983541797,,,1
4067983542039,,,1
4067983542282,,,1
4067983542312,,,1
4069161958953,,,2
4069161958960,,,3
4069161958977,,,2
4069161958984,,,1
4069161957079,,,2
4069161957086,,,2
4069161957093,,,2
4069161957109,,,2
4069161957062,,,1
4069161958182,,,2
4069161958199,,,2
