Barcode,Original (List) Price,Sale Price,Stock
198758828899,,,2
198758828813,,,1
198758828806,,,3
198758828837,,,1
198758828936,,,4
198758815776,,,2
198758815769,,,5
198758815752,,,1
198758815783,,,1
198758815110,,,1
198758815103,,,2
198758815097,,,2
198758815127,,,1
198758814755,,,3
198758814748,,,7
198758814731,,,11
198758814762,,,7
198758814939,,,7
198758814922,,,11
198758814915,,,11
198758814946,,,15
198758815592,,,1
198758815585,,,2
198758815578,,,2
198758815042,,,1
198758815035,,,1
198759367243,,,1
198759367236,,,1
198759367229,,,1
198759367465,,,2
198759388033,,,1
198759388026,,,1
198759387487,,,1
198759387470,,,1
198759387500,,,1
198759386893,,,1
198759389535,,,1
198759389542,,,1
198759389566,,,4
198759383830,,,2
198759384127,,,1
198759384110,,,3
198759384141,,,2
198759384189,,,1
198759384172,,,2
198759382796,,,1
198759382826,,,1
198759381430,,,4
198759381423,,,1
198759381256,,,2
198759381249,,,2
198759381232,,,3
198759381263,,,3
198759381379,,,3
198759381362,,,1
198759381355,,,2
198759381386,,,1
198759118425,,,1
198759475825,,,14
198759475795,,,12
198759558177,,,4
198759558160,,,11
198759558184,,,4
198759588389,,,3
198759588334,,,38
198759557248,,,6
198759558306,,,8
198759558290,,,2
198759568565,,,185
198759568572,,,123
198759588792,,,155
198759588822,,,101
198759588785,,,114
198759558528,,,64
198759557439,,,12
198759557422,,,3
198759588068,,,4
198759583179,,,28
198759558344,,,125
198759569395,,,81
198759569432,,,119
198759569463,,,1
198759569326,,,2
198759569364,,,3
198759569159,,,4
198759569265,,,6
198759777684,,,2
198759776847,,,1
198976882598,,,2
198976882581,,,2
198976882741,,,1
198976882727,,,2
198976882710,,,6
198976882703,,,6
198976882734,,,2
198976883083,,,1
198976883076,,,2
198976883069,,,1
198977897409,,,24
198977870570,,,1
198977870648,,,2
198977870525,,,6
198977870532,,,4
198977870327,,,4
198977870693,,,3
198977870686,,,1
198977919637,,,2
198977919873,,,2
198977919866,,,1
198977964040,,,1
198977964293,,,11
198977964309,,,4
198978177135,,,6
198978177128,,,2
198978086291,,,13
198978086352,,,3
198978086369,,,1
198978086321,,,12
198978084105,,,13
198978174134,,,1
198978084099,,,17
198978302681,,,2
198978386698,,,1
198978719205,,,1
198978719229,,,2
199419790586,,,18
199419790579,,,18
199195055046,,,3
199195055039,,,6
199195054858,,,4
199195054841,,,1
199195054926,,,3
199195054919,,,6
199195054902,,,1
199196476352,,,1
199196484838,,,1
199196485019,,,3
199196485040,,,1
199196484654,,,2
199196482117,,,2
199196482100,,,2
199196482131,,,1
199196482056,,,1
199196482049,,,3
199196482070,,,2
199196484593,,,3
199196484715,,,2
199196482841,,,2
199196482834,,,4
199196482827,,,6
199196481752,,,1
199196482353,,,3
199196482346,,,1
199196482377,,,2
199196482292,,,2
199196482285,,,3
199196482315,,,1
199196481288,,,2
199196481264,,,2
199196481202,,,1
199196481165,,,1
199196481158,,,2
199196481141,,,1
199196481080,,,1
199196488676,,,1
199196488621,,,2
199196488614,,,1
199196481400,,,2
199196481394,,,3
199196481387,,,3
199196481417,,,2
199196482421,,,1
199196482414,,,6
199196482407,,,10
199196482438,,,2
199196482599,,,3
199196482582,,,4
199196482476,,,3
199196482469,,,4
199196482537,,,6
199196482520,,,6
199196485576,,,1
199196485569,,,5
199196485552,,,4
199196485446,,,1
199196479407,,,2
199196479537,,,3
199196479520,,,2
199196480373,,,1
199196507148,,,26
199196507124,,,12
199196507131,,,50
199196507162,,,61
199196507155,,,64
199196504512,,,64
199196550724,,,31
199196504499,,,13
199196506547,,,31
199196506554,,,65
199196507179,,,26
199196506561,,,4
199196503997,,,46
199196503980,,,11
199196504123,,,19
199196503935,,,42
199196504055,,,4
199196504048,,,6
199196509142,,,13
199196509159,,,12
199196509203,,,11
199196509210,,,11
199196503881,,,3
199196503874,,,3
199196509227,,,8
199196509234,,,4
199196503942,,,7
199196509180,,,4
199196509197,,,10
199196509241,,,13
199196509258,,,12
199196509081,,,11
199196509098,,,13
199196509401,,,8
199196509418,,,5
199196550939,,,5
199196550946,,,13
199196509388,,,4
199196509104,,,5
199196509111,,,7
199196509128,,,5
199196509135,,,12
199196509364,,,4
199196509371,,,7
199196550717,,,54
199196504468,,,33
199196509340,,,5
199196509357,,,7
199196509272,,,1
199196506691,,,9
199196509289,,,2
199196509296,,,8
199196506707,,,35
199196506523,,,6
199196550861,,,20
199196503706,,,10
199196505939,,,13
199196503713,,,8
199196507674,,,3
199196507667,,,9
199196504543,,,16
199196504536,,,46
199196504550,,,12
199196504208,,,3
199196504338,,,4
199196504222,,,13
199196509005,,,8
199196508992,,,4
